id,codigo,descripcion,marca,precio_actual,precio_actualizado
42270,R8374029-O,MAQUINA L/CRISTAL DEL DER ORIG LAGUNA II,RN,"382154,0","439477,1"
42271,R837402--O,MAQUINA L/CRISTAL DEL DER ELECT ORIG TWINGO,RN,"355795,0","409164,25"
42272,R8374772--          ,MEDIA COLIZA DEL. IZQ. EXTERNA                 R18,RN,"5603,0","6443,45"
42273,R8374771E-          ,MEDIA COLIZA DEL. IZQ. EXTERNA  C/VENTILETE    R12,RN,"913,34","1050,34"
42274,R8374781E-          ,MEDIA COLIZA DEL. DER. EXTERNA  C/VENTILETE    R12,RN,"894,89","1029,12"
42275,R8374782-O,COLIZA PUERTA DEL DER ORIG KOLEOS,RN,"58403,88","67164,46"
42276,R8374783-O,MEDIA COLIZA DEL INT IZQ ORIG FLUENCE / MEGANE III,RN,"31907,0","36693,05"
42277,R8374785-O,COLIZA VIDRIO DEL IZQ ORIG LOGAN / SANDERO,RN,"33949,0","39041,35"
42278,R8374786-O,JUEGO COLIZAS PUERTA.DEL.IZQ ORIG MEGANE/SCENIC,RN,"69319,75","79717,71"
42279,R837478--O,COLIZA VIDRIO EXT TRAS DER ORIG FLUENCE,RN,"8463,0","9732,45"
42280,R8374792--          ,MEDIA COLIZA DEL. DER./ IZQ. INTERNA           R18,RN,"132,88","152,81"
42281,R8374797--          ,MEDIA COLIZA  EXTERNA / INTERNA             TRAFIC,RN,"20351,99","23404,79"
42282,R837500B--          ,JUEGO REPARACION MAQUINA L/C   R19  IZQ,RN,"30939,23","35580,11"
42283,R837500C--          ,JUEGO REPARACION MAQUINA L/C ELEC. MEGANE IZQ.,RN,"29942,39","34433,75"
42284,R837500D--          ,JUEGO REPARACION MAQUINA L/C ELEC. MEGANE DER,RN,"29942,39","34433,75"
42285,R837500F--          ,JUEGO REPARACION MAQ L/C ELECT MEGANE II IZQ/DER,RN,"29942,39","34433,75"
42286,R837500H--          ,JUEGO REPARACION MAQUINA L/C ELEC. MEGANE II IZQ,RN,"16067,0","18477,05"
42287,R837500N--          ,JUEGO REPARACION MAQUINA L/C SCENIC DEL IZQ,RN,"40068,86","46079,19"
42288,R837500O-V          ,REPARACION MAQUINA L/CRISTAL   TRAFIC M/V,RN,"32978,0","37924,7"
42289,R83756912O,GUIA VIDRIO PTA DEL IZQ (corta) ORIG TRAFIC,RN,"8094,0","9308,1"
42290,R8375691I-          ,GUIA VIDRIO DELANTERA  IZQUIERDA        R12 M/N,RN,"17735,0","20395,25"
42291,R8375692--          ,GUIA VIDRIO        TRAFIC  DER/IZQ,RN,"17735,0","20395,25"
42292,R8375692-O,GUIA VIDRIO PTA DEL IZQ ORIG CAPTUR,RN,"25087,0","28850,05"
42293,R8375693I-          ,GUIA VIDRIO DEL. IZQ.     R 18 M.V.,RN,"17735,0","20395,25"
42294,R8375693-O,GUIA VIDRIO INF DEL DER ORIG FLUENCE,RN,"4739,0","5449,85"
42295,R8375694-O,GUIA VIDRIO PTA DEL DER ORIG CAPTUR,RN,"21177,0","24353,55"
42296,R8375811-F          ,MANIJA L/CRISTAL CROMADA             R18/12/TRAFIC,RN,"21393,2","24602,18"
42297,R8375811-O,MANIJA L/CRISTAL TRAS ORIG LOGAN / SANDERO,RN,"11104,0","12769,6"
42298,R8375812-F          ,MANIJA L/CRISTAL              MEGANE/CLIOII/KANGOO,RN,"7560,45","8694,52"
42299,R8375812-M          ,MANIJA L/CRISTAL PLASTICA NEGRA              R 19,RN,"7597,77","8737,44"
42300,R8375813-O,MANIJA INT L/CRISTAL ORIG TWINGO,RN,"10876,0","12507,4"
42301,R8375814-M          ,MANIJA L/CRISTAL NEGRA               CLIO/EXPRESS,RN,"8431,81","9696,58"
42302,R8375814-O,MANIJA L/CRISTAL DEL ORIG MEGANE,RN,"14708,0","16914,2"
42303,R8375815-O          ,MANIJA L/CRISTAL ORIGINAL TWINGO,RN,"41863,0","48142,45"
42304,R837581--O,MANIJA L/CRISTAL ORIG TWINGO,RN,"3638,0","4183,7"
42305,R8390151-O,CERRADURA PTA TRAS IZQ ORIG MEGANE II,RN,"160917,0","185054,55"
42306,R8390152-O,CERRADURA APERTURA PTA TRAS IZQ ORIG MASTER II,RN,"7424,0","8537,6"
42307,R8390153-O,CERRADURA PTON ORIG KANGOO,RN,"11090,0","12753,5"
42308,R8390155-D          ,CERRADURA PUERTA.TRAS.IZQ. LOGAN 07/13,RN,"54679,46","62881,38"
42309,R839015-XP          ,CERRADURA PUERTA.TRAS IZQ.ELECTRICA DUSTER 11/,RN,"45480,0","52302,0"
42310,R83901613O,BISAGRA PORTON ORIG KOLEOS,RN,"8807,0","10128,05"
42311,R83901615O,CIERRE PLAS TAPIZADO PORTON TRAS ORIG LAGUNA RURAL,RN,"8876,0","10207,4"
42312,R83901616O,CERRAD PTA TRAS IZQ ORIG KOLEOS,RN,"7778,0","8944,7"
42313,R83901619O,CERRADURA Y MOTOR TRAS. ORIG MEGANE,RN,"139962,0","160956,3"
42314,R8390161-O,COBERTURA PLAST CER TRAS DER ORIG MEGANE II,RN,"7323,0","8421,45"
42315,R83901620O,CERROJO ARTICUL TRAS ORIG FLUENCE,RN,"32258,0","37096,7"
42316,R83901621O,CERRADURA GUANTERA ORIG CLIO,RN,"49673,0","57123,95"
42317,R83901622O,KIT CIERRE CENTRALIZADO COMP ORIG LOGAN / SANDERO,RN,"143489,0","165012,35"
42318,R83901624O,CIERRE INTERIOR LARGUERO ORIG MASTER III,RN,"42016,1","48318,52"
42319,R83901625O,CIERRE ORIG LATITUD,RN,"13059,0","15017,85"
42320,R83901626O,SOPORTE FRENTE CARROCERIA ORIG LATITUD,RN,"29605,0","34045,75"
42321,R83901628O,SOPORTE ALOJAMIENTO RUEDA AUX ORIG SANDERO/LOGAN,RN,"3139,02","3609,87"
42322,R83901630O,ZOCALO INTERIOR IZQ ORIG LOGAN/SANDERO/DUSTER,RN,"19143,26","22014,75"
42323,R8390164-I,CERRADURA PUERTA TRAS. DER. IMP.   DUSTER/OROCH,RN,"153310,0","176306,5"
42324,R8390164-O,CERRADURA PTA TRAS DER ELECT ORIG FLUENCE,RN,"32876,0","37807,4"
42325,R8390165-D          ,CERRADURA PUERTA.TRAS.DER. LOGAN 07/13,RN,"54679,46","62881,38"
42326,R8390165-O,CERRADURA PTA TRAS DER ORIG CLIO II,RN,"52959,9","60903,89"
42327,R8390167-O,JGO CERRADURAS ORIG CLIO (fase 1/2),RN,"157540,0","181171,0"
42328,R839016--O,CERRADURA PTA TRAS DER ORIG LATITUD,RN,"167403,0","192513,45"
42329,R8394006--          ,JUEGO COLIZAS PUERTA TRASERA                  R18,RN,"10735,0","12345,25"
42330,R839401---          ,MAQUINA L/CRISTAL TRAS IZQ MANUAL             R 19,RN,"20523,0","23601,45"
42331,R8394012-O,MAQUINA L/CRISTAL ELECT TRAS IZQ ORIG KOLEOS,RN,"138478,0","159249,7"
42332,R8394016-O,MAQUINA L/CRISTAL ELECT TRAS IZQ ORIG LOG/SAND,RN,"61000,1","70150,12"
42333,R8394024E-,MAQUINA L/CRISTAL TRAS.DER.ELEC.SANDERO,RN,"44062,2","50671,53"
42334,R839402--O,MAQUINA L/CRISTAL TRAS DER ORIG LOG/SAND II,RN,"105098,0","120862,7"
42335,R8394772--          ,MEDIA COLIZA TRAS. IZQ. EXTERNA                R18,RN,"138,23","158,96"
42336,R8395691--          ,GUIA VIDRIO TRASERA                         R12,RN,"12618,0","14510,7"
42337,R8395691-O,GUIA VIDRIO PTA TRAS IZQ ORIG LOG/SAND,RN,"31578,0","36314,7"
42338,R8395692-O,GUIA VIDRIO PTA DEL DER ORIG KWID,RN,"45915,0","52802,25"
42339,R8395694-O,GUIA VIDRIO PTA TRAS DER ORIG MEGANE II GRAND OTUR,RN,"19045,0","21901,75"
42340,R8395695--          ,GUIA VIDRIO TRAS.     R 9/11,RN,"15702,0","18057,3"
42341,R8395695-O,GUIA VIDRIO PTA TRAS IZQ ORIG CAPTUR,RN,"37312,0","42908,8"
42342,R8395696-O,GUIA VIDRIO PTA TRAS IZQ ORIG MEGANE II GRAND OTUR,RN,"22053,0","25360,95"
42343,R8395697-O,GUIA VIDRIO PTA TRAS DER ORIG FLUENCE / MEGANE III,RN,"19264,0","22153,6"
42344,R8395698-O,GUIA VIDRIO PUERTA TRAS IZQ ORIG CLIO II / SYMBOL,RN,"15349,85","17652,33"
42345,R84501112O,LUNETA TERMICA ORIG CLIO II,RN,"384275,0","441916,25"
42346,R84501114O,PARABRISA ORIGINAL MASTER II,RN,"261079,0","300240,85"
42347,R84501115O,LUNETA TERMICA ENTERIZA PORTON ORIG KANGOO,RN,"207620,0","238763,0"
42348,R84501118O,PARABRISA ORIG LAGUNA III,RN,"429268,0","493658,2"
42349,R84501119O,LUNETA TERMICA ORIG LAGUNA II,RN,"741838,0","853113,7"
42350,R84501120O,PARABRISA ORIG MASTER II,RN,"267583,0","307720,45"
42351,R84501123O,LUNETA TERMICA ORIG MEGANE II,RN,"530319,0","609866,85"
42352,R84501124O,LUNETA NO CALEFA ORIG LOGAN / SANDERO,RN,"116012,0","133413,8"
42353,R84501126O,PARABRISA D95 ORIG MEGANE III COUPE,RN,"2324096,0","2672710,4"
42354,R84501127O,PARABRISA ORIG ZOE,RN,"381212,0","438393,8"
42355,R8450112-O,LUNETA TERMICA ORIG MEGANE III COUPE,RN,"205768,0","236633,2"
42356,R8450113-O,LUNETA TERMICA ORIG CLIO II,RN,"272346,0","313197,9"
42357,R8450115-O,LUNETA TERMICA ORIG MEGANE II GRAND TOUR 03/07,RN,"333904,0","383989,6"
42358,R8450117-O,PARABRISA ORIG SCENIC,RN,"151441,0","174157,15"
42359,R845145--O,SELLO VENTANA CORREDIZA LAT IZQ ORIG KANGOO,RN,"34095,0","39209,25"
42360,R8530001--          ,GRAMPA BAGUETA DE ZOCALO R/11,RN,"625,0","718,75"
42361,R85300012O,JGO EMBELLECEDOR ZOCALO ORIG CLIO II,RN,"26233,0","30167,95"
42362,R85300013-,GRAMPA FIJACION PASARUEDA 9/11/19/21/CLIO/MEG,RN,"468,82","539,14"
42363,R85300013O,GRAMPA FIJACION TUBO LINEA COMB ORIG MEGANE III,RN,"1068,0","1228,2"
42364,R85300014-,GRAMPA MOLDURA GUARDABARRO FLUENCE /MEGANE II,RN,"841,71","967,97"
42365,R85300017O,CLIP FIJACION MOLDURA PTA ORIG MEGANE II,RN,"462,0","531,3"
42366,R85300018O,CLIP FIJACION ALFOMBRA ORIG,RN,"1068,0","1228,2"
42367,R85300019O,CLIP FIJACION SENSOR ABS ORIG,RN,"388,0","446,2"
42368,R8530001-O,GRAMPA FIJACION MOLDURA PTA ORIG SCENIC,RN,"827,0","951,05"
42369,R85300023O,GRAMPA FIJACION PANEL LAT INT ORIG MASTER II,RN,"971,0","1116,65"
42370,R85300024O,TUERCA GRAMPA PLASTICA CLIP TECHO ORIGINAL X 10,RN,"6362,0","7316,3"
42371,R85300025O,GRAMPA 3 VIAS LINEA COMB ORIG VARIOS,RN,"1242,0","1428,3"
42372,R85300026O,GRAMPA 2 VIAS LAVAPARABRISA ORIG,RN,"1186,0","1363,9"
42373,R85300029O,GRAMPA FIJACION REJILLA BAJO PARABRISA ORIG,RN,"599,0","688,85"
42374,R8530002-O,GRAMPA (rosa) FIJACION MOLDURA PTA ORIG SCENIC,RN,"905,0","1040,75"
42375,R8530003--          ,GRAMPA BAGUETA DE ZOCALO R 18 BLANCA,RN,"563,0","647,45"
42376,R85300030O,REMACHE CLIP VIDRIO ORIG VARIOS,RN,"1490,0","1713,5"
42377,R85300031O,JGO GRAMPA PIVOT BANDEJA LUNETA ORIG MEGANE,RN,"2511,0","2887,65"
42378,R85300034O,CLIP FIJACION MOLDURA LAT D/I ORIG MASTER II,RN,"1519,0","1746,85"
42379,R85300038O,GRAMPA MOLDURA PORTON TRASERO ORIG KANGOO,RN,"1389,0","1597,35"
42380,R85300042O,CLIP FIJACION ORIG,RN,"9584,0","11021,6"
42381,R8530004-O,GRAMPA MOLD INT PARAB DEL DER ORIG MEGANE III,RN,"1143,0","1314,45"
42382,R85300050O,CLIP SOPORTE PANEL INSTRUMENTOS ORIG MASTER III,RN,"3694,0","4248,1"
42383,R85300051O,CLIP SOPORTE MOLDURA PTA ORIG EXPRESS,RN,"2754,0","3167,1"
42384,R85300057O,CLIP FIJ OJO GATO TRAS ORIG KANGOO,RN,"870,0","1000,5"
42385,R85300059O,CLIP TAPA CIEGA TAPIZADO TECHO ORIG MEGANE,RN,"8334,0","9584,1"
42386,R8530005-O,GRAMPA PIJACION TAPIZADO TECHO ORIG CLIO II,RN,"325,0","373,75"
42387,R85300062O,CLIP FIJACION (1via) TUBO COMB (F4R) ORIG DUSTER,RN,"1296,0","1490,4"
42388,R85300064O,TAPA MOLDURA TECHO ORIG MEGANE II,RN,"9058,0","10416,7"
42389,R85300066O,CLIP FIJACION PANEL INTRUM ORIG LAGUNA II,RN,"5876,0","6757,4"
42390,R85300068O,CLIP PLAST BUTACA TRAS ORIG LAGUNA,RN,"2522,0","2900,3"
42391,R8530006-O,GRAMPA TUERCA RAPIDA ORIGINAL X 33,RN,"2181,0","2508,15"
42392,R85300075O,CLIP SELLO CARROCERIA PTA DEL DER ORIG FLU/MEG III,RN,"3078,0","3539,7"
42393,R85300076O,CLIP SELLO CARROCERIA PTA DEL IZQ ORIG FLU/MEG III,RN,"3056,0","3514,4"
42394,R8530007-O,HORQUILLA TOPE MAQ L/CRIST ORIG,RN,"2631,0","3025,65"
42395,R85300080O,CLIP FIJ  CABLEADO VANO MOTOR ORIG LOG/SAND,RN,"1325,0","1523,75"
42396,R85300083O,GRAMPA FIJACION ENCAUZADOR ORIG MEGANE/SCENIC,RN,"4136,0","4756,4"
42397,R85300086O,TORNILLO Y GRAMPA FIJ TABLERO ORIG CLIO II,RN,"1170,0","1345,5"
42398,R85300087O,GRAMPA ENTREDOS GAVETA PUERTA ORIG MEGANE,RN,"384,0","441,6"
42399,R85300092O,TORNILLO REJILLA BAJO PARABRISAS ORIGINAL LAGUNA,RN,"353,0","405,95"
42400,R85300093O,CLIP FIJ REJILLA INF PARAG DEL ORIG KOLEOS,RN,"627,0","721,05"
42401,R85300094O,JUEGO GANCHOS TAPA DISTRIBUIDOR ORIG R4/R6/R12,RN,"5837,0","6712,55"
42402,R85300095O,GRAMPA CLIP FIJACION ORIG PARAGOLPES VARIOS,RN,"761,0","875,15"
42403,R85300096O,CLIP FIJACION TAPIZADOS TODOS,RN,"579,0","665,85"
42404,R85300099O,TAPA PLASTICA TORNILLO TAPIZADO PTA MASTER II,RN,"32,0","36,8"
42405,R8530009-A          ,GRAMPA MOLDURA PUERTA ADAPTABLE    KANGOO,RN,"225,0","258,75"
42406,R8530009-O,GRAMPA FIJACION TECHO ORIG OROCH,RN,"2475,0","2846,25"
42407,R853000--A          ,BULON PARAGOLPE CAB.TORX 8x1.25x30  RENAULT VS,RN,"121,0","139,15"
42408,R85300100O,CLIP FIJ EMB EXT TECHO ORIG KOLEOS,RN,"1534,0","1764,1"
42409,R85300101O,GRAMPA MOLDURA TECHO ORIG CLIO,RN,"562,0","646,3"
42410,R85300102O,CLIP,RN,"2595,0","2984,25"
42411,R85300113O,CLIP FIJ SPOILER ORIG KOLEOS,RN,"529,0","608,35"
42412,R85300115O,CLIP 10.5X6.2X8.2,RN,"824,0","947,6"
42413,R85300118O,CLIP 12.8-1.2-->1.5X20,RN,"499,0","573,85"
42414,R85300121O,CLIP FIJACION PARANTE LAT INT ORIG KANGOO/LAGUNA,RN,"191,0","219,65"
42415,R85300129O,CLIP FIJ ALFOMBRA ORIG LAGUNA,RN,"9483,0","10905,45"
42416,R85300130O,REF CARROC DEL IZQ ORIG SCENIC II,RN,"720,0","828,0"
42417,R85300140O,"CLIP 66-100 10,5/",RN,"1385,0","1592,75"
42418,R85300145O,CLIP CONECTOR,RN,"804,0","924,6"
42419,R85300146O,CLIP DE FIJACION LLAVE CRIQUE LOGAN/SANDERO/MEGANE,RN,"1092,0","1255,8"
42420,R85300151O,CLIP FIJ EQUILIBRADOR,RN,"562,0","646,3"
42421,R85300155O,CLIP FIJACION TUBOS AGUA SAPITO ORIG CLIO II,RN,"553,0","635,95"
42422,R85300157O,CLIP FIJACION,RN,"966,0","1110,9"
42423,R85300163O,FIJACION GRILLA FRENTE ORIG R 19,RN,"1815,0","2087,25"
42424,R85300164O,CLIP FIJACION ANTENA,RN,"1844,0","2120,6"
42425,R85300165O,CLIP FIJACION DE PUERTA,RN,"1311,0","1507,65"
42426,R85300167O,CLIP FIJACION PANEL PTA.,RN,"3672,0","4222,8"
42427,R85300172O,CLIP INDEXAGE,RN,"671,0","771,65"
42428,R85300173O,CLIP MAINTIEN,RN,"963,0","1107,45"
42429,R85300179O,CLIP UNION MOLDURA PARABRISAS ORIG R 21,RN,"661,0","760,15"
42430,R85300180O,CLIPS FIJACION SOPORTE OPTICA SPACE,RN,"5786,0","6653,9"
42431,R85300184O,CLIP PASADOR TAPIZADOS ORIG VARIOS,RN,"409,0","470,35"
42432,R85300185O,CLIP,RN,"858,0","986,7"
42433,R85300191O,CLIP  FIJADOR ORIG MEGANE,RN,"715,0","822,25"
42434,R85300193O,CLIP FIJ.,RN,"1017,0","1169,55"
42435,R85300196O,KIT FIJ-REP PORTON ORIG MEGANE III COUPE,RN,"47056,8","54115,32"
42436,R85300198O,FIJ PARACH DEL,RN,"55367,2","63672,28"
42437,R85300199O,FIJ TAPA BAUL,RN,"39477,0","45398,55"
42438,R85300202O,CLIP PUERTA ORIG,RN,"55367,2","63672,28"
42439,R85300219O,GRAMPA PLASTICO ORIG,RN,"641,0","737,15"
42440,R85300222O,GRAMPA SOPORTE LINEA FRENO ORIG LO0G/SAND II,RN,"15269,0","17559,35"
42441,R85300226O,GRAMPAS SOPORTE ORIG,RN,"879,0","1010,85"
42442,R85300229O,KIT FIJACION CAPOT ORIG MEGANE II,RN,"39477,0","45398,55"
42443,R85300231O,CLIP FIJ TAPIZADO TECHO ORIG VARIOS,RN,"386,0","443,9"
42444,R85300232O,FIJ BUTACA DEL LAT IZQ ORIG SYMB/CLIO II,RN,"36078,7","41490,51"
42445,R85300234O,ZUNCHO SUJETA FILTRO COMBUSTIBLE ORIG KWID,RN,"9230,69","10615,29"
42446,R85300237O,SOPORTE TUBO INTERM ESCAPE (F4R) ORIG MEGANE II,RN,"64101,1","73716,27"
42447,R85300238O,GRAPA FIJ MOLDURA INT ORIG MEGANE,RN,"30885,0","35517,75"
42448,R85300240O,FIJACION BANDEJA LUNETA ORIG TWINGO,RN,"3077,0","3538,55"
42449,R85300242O,CLIP ABRAZADERA PLAST FIJACION 2 VIAS ORIG TODOS,RN,"1769,0","2034,35"
42450,R85300243O,PROTECTOR INT GUARDABARRO IZQ ORIG KOLEOS,RN,"12973,06","14919,02"
42451,R85300248O,CLIP CABLE ACELERADOR VELOC R21 / CAPOT R 19,RN,"624,29","717,93"
42452,R85300250O,GRAMPA TAPIZADO TECHO ORIG KANGOO II,RN,"267,33","307,43"
42453,R85300254O,SOPORTE TAPIZADO TECHO ORIG DUSTER / OROCH,RN,"3379,29","3886,18"
42454,R85300264O,GRAMPA MOLDURA PUERTA ORIG CLIO II / KANGOO 03/17,RN,"893,88","1027,96"
42455,R85300265O,GRAMPA FIJACION PANEL PUERTA ORIG LOGAN/SANDERO,RN,"262,01","301,31"
42456,R85300269O,GRAMPA PANTALLA TERMICA ESCAPE ORIG MEGANE II,RN,"307,51","353,64"
42457,R85300283O,CLIP SUJECION ORIG MEGANE II,RN,"953,39","1096,4"
42458,R85300290O,CLIP GRILLA BAJO PARABRISA ORIG KOLEOS,RN,"763,69","878,24"
42459,R85300292O,GRAMPA TRABA FARO TRASERO CENTRAL ORIG MEGANE III,RN,"614,49","706,66"
42460,R85300294O,JGO CLIP SOLENOIDE CERRAD ELECT ORIG R 19/CLIO/EXP,RN,"496,24","570,68"
42461,R85300295O,ROTULA CLIP REGULADOR OPTICA ELECT ORIG CLIO II,RN,"1079,61","1241,55"
42462,R85300297O,CLIP GUIA CABLE VELOCIMETRO ORIG R 19,RN,"639,54","735,47"
42463,R85300298O,GRAMPA FIJACION ALFOMBRA ORIG LATITUD,RN,"633,51","728,54"
42464,R85300299O,GRAMPA FIJACION MOLDURAS PARABRISA ORIG KOLEOS,RN,"330,95","380,59"
42465,R85300306O,CLIP FIJ DOBLE TUBO DIR ASIST ORIG TRAFIC,RN,"3088,55","3551,83"
42466,R85300307O,CLIP FIJ TUBO LINEA LAVAP ORIG DUSTER,RN,"2958,27","3402,01"
42467,R85300308O,CLIP FIJ MOLDURAS INT ORIG MEGANE III,RN,"937,48","1078,1"
42468,R8530031-C,GRAMPA SUJECION VIDRIO PUERTA  SYMBOL/CLIO/MEG,RN,"2034,78","2340,0"
42469,R8531001-O          ,MOLDURA REJILLA FRENTE IZQ ORIG KANGOO DOKKER 18/,RN,"446406,36","513367,31"
42470,R8531011-O          ,MOLDURA REJILLA FRENTE DER ORIG KANGOO DOKKER 18/,RN,"446251,62","513189,36"
42471,R8531012-O          ,MOLDURA REJILLA FRENTE DER ORIG KANGOO DOKKER 18/,RN,"642915,11","739352,38"
42472,R8531015-O,MOLDURA FARO PATENTE PORTON ORIG MEGANE,RN,"64673,7","74374,76"
42473,R8531016-O,MOLD CROM FARO PATENTE BAUL ORIG LATITUD,RN,"43886,0","50468,9"
42474,R8531017-O,BASE EMBLEMA REJILLA FRENTE ORIG MEGANE II,RN,"55799,8","64169,77"
42475,R8531019-O,MOLDURA CROMADA TRASERA ENTRE FAROS ORIG MEGANE,RN,"151379,0","174085,85"
42476,R853101--I          ,MOLDURA REJILLA FRENTE SYMBOL 09/14,RN,"57511,3","66138,0"
42477,R853102--P,MOLDURA REJILLA FRENTE IMP. CROMADA CAPTUR,RN,"115990,0","133388,5"
42478,R853273--O,EMBELLECEDOR EXT TRAS CROM IZQ ORIG LATITUD,RN,"49755,0","57218,25"
42479,R85340810O,MULTIPLE ESCAPE (D4F) ORIG CLIO II,RN,"234096,0","269210,4"
42480,R85340811O,MULTIPLE ESCAPE (H5F) ORIG MEGANE III,RN,"290763,0","334377,45"
42481,R85340813O,TUBO CORRUGADO (F8Q) ORIG CLIO (FASE 1/2),RN,"10776,0","12392,4"
42482,R85340814O,MULTIPLE ESCAPE (M4R) ORIG FLUENCE,RN,"129012,0","148363,8"
42483,R85340815O,MULTIPLE (ADM) (S8U) ORIG MASTER II,RN,"234096,0","269210,4"
42484,R85340816O,MULTIPLE ESCAPE (H5F) ORIG MEGANE III,RN,"60348,4","69400,66"
42485,R8534083-O,SOPORTE MULTIPLE ADM ORIG LOG/SAND,RN,"20505,0","23580,75"
42486,R8534084-O,MULTIPLE ADMISION ORIG TRAFIC,RN,"231778,0","266544,7"
42487,R2534085-O,TUBO ESCAPE INTERMEDIO (F9Q) ORIG CLIO II,RN,"120459,0","138527,85"
42488,R8534086-O,MULTIPLE ESCAPE C/CATALIZADOR (2TR) ORIG KOLEOS,RN,"673026,0","773979,9"
42489,R8534087-O,MULTIPLE ESCAPE (F2N) ORIG R19,RN,"127480,0","146602,0"
42490,R8534088-O,MULTIPLE ESCAPE (L7X) ORIG LAGUNA II,RN,"234096,0","269210,4"
42491,R853408--O,MULTIPLE ADMISION SUP (L7X) ORIG LAGUNA,RN,"258249,0","296986,35"
42492,R85360011O,ALERON TRAS C/FARO STOP ORIG FLUENCE / MEGANE III,RN,"467498,0","537622,7"
42493,R85360013O,ALERON PARAG TRAS ORIG KOLEOS,RN,"104211,0","119842,65"
42494,R8536002-O,SPOILER ORIG LAGUNA II,RN,"140039,0","161044,85"
42495,R8536003-O,SPOILER ORIG SCENIC,RN,"46253,2","53191,18"
42496,R8536005-O,SPOILER ORIG KOLEOS,RN,"33426,0","38439,9"
42497,R8536009-O,ALERON BAJO AR I. ORIG MEGANE III COUPE,RN,"3721,0","4279,15"
42498,R853601D2O,ZOCALO DE PUERTA ORIG MEGANE,RN,"10884,0","12516,6"
42499,R853601D3O,ZOCALO DEL IZQ ORIG KOLEOS,RN,"220263,0","253302,45"
42500,R853601D4O,ZOCALO DER.INF. [L1] ORIG MASTER II,RN,"163470,0","187990,5"
42501,R853601D6O,ZOCALO PLASTICO PTA TRAS.IZQ ORIG MEGANE / SCENIC,RN,"14389,0","16547,35"
42502,R853601---          ,INSIGNIA FRENTE T/ORIG.(ROMBO)CLIO MIO/KANG/DUSTER,RN,"16034,0","18439,1"
42503,R85360110-          ,INSIGNIA FRENTE (ROMBO)   R21  M/V,RN,"3304,81","3800,53"
42504,R85360111-          ,INSIGNIA FRENTE (ROMBO) C/BASE CLIO/MEGANE 2004,RN,"9957,34","11450,94"
42505,R85360111O,TRAVESAÑO CENTRAL PISO ORIG KOLEOS,RN,"60627,7","69721,86"
42506,R85360112O,TRAVESAÑO PISO CARROCERIA LADO IZQ ORIG DUSTER,RN,"20099,0","23113,85"
42507,R85360115O,CUBIERTA PLASTICA PARANTE DEL IZQ ORIG MASTER II,RN,"25080,0","28842,0"
42508,R85360116O,TRAVESAÑO PISO CARROCERIA DER ORIG CLIO II,RN,"46487,0","53460,05"
42509,R85360119O,REFUERZO CARROCERIA L/IZQ PISO ORIG LATITUD,RN,"48080,2","55292,23"
42510,R8536011-O          ,INSIGNIA FRENTE ORIGINAL.(ROMBO) SAND/SAN.STEP 11/,RN,"186374,44","214330,61"
42511,R85360124O,ZOCALO CARROCERIA DEL IZQ ORIG MEGANE III,RN,"45000,2","51750,23"
42512,R85360129O,TRAVESAÑO TRAS PISO BAUL ORIG TWINGO,RN,"68005,0","78205,75"
42513,R8536012-O          ,INSIGNIA FRENTE ORIGINAL (ROMBO)  LOGAN 2,RN,"276150,84","317573,47"
42514,R85360130O,ZOCALO CARROCERIA IZQ ORIG MEGANE III,RN,"18102,73","20818,14"
42515,R85360133O,TRAVESAÑO TECHO CARROCERIA TRAS ORIG KOLEOS,RN,"160872,0","185002,8"
42516,R85360135O,TRAVESAÑO PISO TRAS CENT ORIG MEGANE III,RN,"46427,5","53391,63"
42517,R85360138O,TRAVESAÑO BAJO PARABRISA ORIG SYMBOL,RN,"136401,0","156861,15"
42518,R85360142O,ZOCALO CARROCERIA TRAS IZQ ORIG FLUENCE,RN,"144498,0","166172,7"
42519,R85360145O,REFUERZO CHASIS DEL IZQ ORIG DUSTER,RN,"20026,0","23029,9"
42520,R85360149O,COBERTURA AIRBAG TABLERO ORIG MASTER III,RN,"48853,0","56180,95"
42521,R8536014-O,CUBIERTA PLAST INT ZOCALO DEL DER ORIG CLIO II 3 P,RN,"10803,04","12423,5"
42522,R85360150O,TRAVESAÑO CENT DER PISO ORIG LOGAN / SANDERO II,RN,"15033,0","17287,95"
42523,R85360151O,TRAVESAÑO DEL TECHO ORIG CLIO II,RN,"32448,0","37315,2"
42524,R85360155O,TAPA PLAST GANCHO CERRADURA BAUL ORIG MEGANE,RN,"5911,0","6797,65"
42525,R85360158O,COBERTURA INT PTA DEL IZQ ORIG CLIO II,RN,"9404,0","10814,6"
42526,R8536015-O,COBERTURA CENTRAL PLAST BAUL ORIG LAGUNA II,RN,"164061,0","188670,15"
42527,R8536016--          ,INSIGNIA FRENTE (ROMBO)  TRAFIC 93/96 R21,RN,"2533,1","2913,07"
42528,R85360163O,TRAVESAÑO TRAS PISO ORIG EXPRESS,RN,"47854,8","55033,02"
42529,R85360164O,ZOCALO INT IZQ CARROCERIA ORIG LOG/SAND,RN,"32202,0","37032,3"
42530,R85360166O,TRAVESAÑO PISO CARROCERIA TRAS ORIG MEGANE,RN,"39833,5","45808,53"
42531,R85360167O,TRAVESAÑO VANO MOTOR (CHAPA) ORIG DUSTER,RN,"31188,0","35866,2"
