id,codigo,descripcion,proveedor,precio_actual,precio_actualizado
98590,129SP310H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"81889,62","106456,51"
98595,130SHDN254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"55766,71","72496,72"
98596,130SHDN276H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"88637,01","115228,11"
98599,130STP8M200H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"65776,0","85508,8"
98600,1312,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
98603,131SP+220H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"63605,2","82686,76"
98606,131SP+270H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"58133,24","75573,21"
98609,132SP270HT,CORREA DE DISTRIBUCION,AutoRepuestos Express,"67219,18","87384,93"
98614,133SP260H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"68073,27","88495,25"
98621,134SP254H2,CORREA DE DISTRIBUCION,AutoRepuestos Express,"58799,1","76438,83"
98622,1353,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"72515,52","94270,18"
98623,1356,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"72515,52","94270,18"
98624,1357,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"72515,52","94270,18"
98625,1358,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"77798,16","101137,61"
98628,135SHPN170H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"53045,8","68959,54"
98630,1365,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"77457,6","100694,88"
98631,1366,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"77457,6","100694,88"
98632,1368,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"77457,6","100694,88"
98633,1369,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"77457,6","100694,88"
98635,136SP+254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"72995,66","94894,36"
98641,137SHX230H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"59679,32","77583,12"
98644,137SHX254HDT,CORREA DISTRIBUCION,AutoRepuestos Express,"79763,29","103692,28"
98645,137SHX300,CORREA DE DISTRIBUCION,AutoRepuestos Express,"62144,2","80787,46"
98647,137STP8M190H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"50836,14","66086,98"
98648,137STP8M254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"88637,01","115228,11"
98654,1390,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"66092,4","85920,12"
98656,1395,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"55447,92","72082,3"
98657,1398,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98663,141SP+250HT,CORREA DE DISTRIBUCION,AutoRepuestos Express,"65980,99","85775,29"
98664,141SP+254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"63668,43","82768,96"
98671,1431,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"64064,88","83284,34"
98678,1447,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"51986,88","67582,94"
98679,144SP+254H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"67939,97","88321,96"
98683,1456,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"55447,92","72082,3"
98685,1459,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"55447,92","72082,3"
98686,145SHP+260H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"83780,81","108915,05"
98688,1462,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"67541,76","87804,29"
98689,1463,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
98691,1468,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98698,149SP254H1,CORREA DE DISTRIBUCION,AutoRepuestos Express,"86373,11","112285,04"
98701,1503,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
98713,1525,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54141,12","70383,46"
98716,152SHX300,CORREA DE DISTRIBUCION,AutoRepuestos Express,"71022,61","92329,39"
98719,153SHDS300H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"82319,68","107015,58"
98720,153SP250HT,CORREA DE DISTRIBUCION,AutoRepuestos Express,"70891,45","92158,89"
98725,153SP270H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"81205,26","105566,84"
98727,1542,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"58410,0","75933,0"
98728,1543,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"58410,0","75933,0"
98733,1552,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98739,1559,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"58410,0","75933,0"
98741,1563,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98743,1567,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"50569,2","65739,96"
98744,1569,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"50569,2","65739,96"
98745,1572,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"61926,48","80504,42"
98746,1576,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98747,1577,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98748,1578,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98754,1585,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"68943,6","89626,68"
98756,1586,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"52699,68","68509,58"
98757,1587,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98758,1589,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"51297,84","66687,19"
98787,1679,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98788,167SHP+250HT,CORREA DE DISTRIBUCION,AutoRepuestos Express,"78104,01","101535,21"
98789,167SHPN240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"73448,9","95483,57"
98790,1680,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"51297,84","66687,19"
98791,1683,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"53428,32","69456,82"
98794,1689,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"53428,32","69456,82"
98797,168SHPN220H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"65989,29","85786,08"
98798,168SHPN240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"76168,6","99019,18"
98802,169STP8M200H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"60333,92","78434,1"
98803,170SHP254,CORREA DE DISTRIBUCION,AutoRepuestos Express,"84697,47","110106,71"
98804,171STP8M240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"69059,33","89777,13"
98811,190SHPN240H,CORREA DE DISTRIBUCION,AutoRepuestos Express,"88637,01","115228,11"
98818,20006GOP,AMORTIGUADOR,AutoRepuestos Express,"50337,47","65438,71"
98820,20009GOP,AMORTIGUADOR,AutoRepuestos Express,"51189,74","66546,66"
98826,20018GOP,AMORTIGUADOR,AutoRepuestos Express,"54224,87","70492,33"
98829,20023GOP,AMORTIGUADOR,AutoRepuestos Express,"65895,24","85663,81"
98831,20025HOP,AMORTIGUADOR,AutoRepuestos Express,"66555,07","86521,59"
98832,20035GOP,AMORTIGUADOR,AutoRepuestos Express,"80940,5","105222,65"
98833,20036GOP,AMORTIGUADOR,AutoRepuestos Express,"80940,5","105222,65"
98837,20064GOP,AMORTIGUADOR,AutoRepuestos Express,"70832,39","92082,11"
98848,2607,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"51986,88","67582,94"
98852,2617,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"50569,2","65739,96"
98853,2619,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"81734,4","106254,72"
98854,2620,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"81734,4","106254,72"
98855,2624,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"81734,4","106254,72"
98860,2648,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"55447,92","72082,3"
98865,2661,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98867,2664,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54141,12","70383,46"
98868,2668,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98870,2675,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98871,2676,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98875,2702,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"51986,88","67582,94"
98877,2704,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"53428,32","69456,82"
98878,2708,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
98879,2709,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
98880,2713,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"53428,32","69456,82"
98881,2716,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"58410,0","75933,0"
98883,2720,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
98885,2901,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"53428,32","69456,82"
98886,2902,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"53428,32","69456,82"
98887,2903,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"54727,2","71145,36"
98890,2JH0105,JUNTA HOMOCINETICA,AutoRepuestos Express,"51011,31","66314,7"
98891,2JH0106,JUNTA HOMOCINETICA,AutoRepuestos Express,"55798,3","72537,79"
98892,2JH0108,JUNTA HOMOCINETICA,AutoRepuestos Express,"80273,88","104356,04"
98893,2JH0110,JUNTA HOMOCINETICA,AutoRepuestos Express,"67734,26","88054,54"
98895,2JH0115,JUNTA HOMOCINETICA,AutoRepuestos Express,"52031,6","67641,08"
98896,2JH0118,JUNTA HOMOCINETICA,AutoRepuestos Express,"57327,62","74525,91"
98898,2JH0125,JUNTA HOMOCINETICA,AutoRepuestos Express,"72379,68","94093,58"
98899,2JH0132,JUNTA HOMOCINETICA,AutoRepuestos Express,"61942,38","80525,09"
98902,2JH0137,JUNTA HOMOCINETICA,AutoRepuestos Express,"66695,19","86703,75"
98906,2JH0149,JUNTA HOMOCINETICA,AutoRepuestos Express,"53606,89","69688,96"
98909,2JH0153,JUNTA HOMOCINETICA,AutoRepuestos Express,"67817,84","88163,19"
98910,2JH0157,JUNTA HOMOCINETICA,AutoRepuestos Express,"56488,34","73434,84"
98911,2JH0158,JUNTA HOMOCINETICA,AutoRepuestos Express,"81255,55","105632,22"
98913,2JH0162,JUNTA HOMOCINETICA,AutoRepuestos Express,"61346,86","79750,92"
98914,2JH0163,JUNTA HOMOCINETICA,AutoRepuestos Express,"69090,16","89817,21"
98918,2JH0172,JUNTA HOMOCINETICA,AutoRepuestos Express,"67525,09","87782,62"
98919,2JH0181,JUNTA HOMOCINETICA,AutoRepuestos Express,"74160,5","96408,65"
98920,2JH0182,JUNTA HOMOCINETICA,AutoRepuestos Express,"81853,19","106409,15"
98921,2JH0184,JUNTA HOMOCINETICA,AutoRepuestos Express,"81000,56","105300,73"
98922,2JH0185,JUNTA HOMOCINETICA,AutoRepuestos Express,"71721,02","93237,33"
98923,2JH0187,JUNTA HOMOCINETICA,AutoRepuestos Express,"76737,37","99758,58"
98925,2JH0191,JUNTA HOMOCINETICA,AutoRepuestos Express,"73516,29","95571,18"
98926,2JH0192,JUNTA HOMOCINETICA,AutoRepuestos Express,"67832,05","88181,67"
98927,2JH0193,JUNTA HOMOCINETICA,AutoRepuestos Express,"89526,93","116385,01"
98928,2JH0195,JUNTA HOMOCINETICA,AutoRepuestos Express,"89526,93","116385,01"
98930,2JH0198,JUNTA HOMOCINETICA,AutoRepuestos Express,"82232,15","106901,8"
98931,2JH0200,JUNTA HOMOCINETICA,AutoRepuestos Express,"73184,72","95140,14"
98932,2JH0201,JUNTA HOMOCINETICA,AutoRepuestos Express,"86211,12","112074,46"
98934,2JH0205,JUNTA HOMOCINETICA,AutoRepuestos Express,"68175,58","88628,25"
98935,2JH0206,JUNTA HOMOCINETICA,AutoRepuestos Express,"70863,64","92122,73"
98936,2JH0209,JUNTA HOMOCINETICA,AutoRepuestos Express,"86703,75","112714,88"
98937,2JH0211,JUNTA HOMOCINETICA,AutoRepuestos Express,"82747,51","107571,76"
98938,2JH0212,JUNTA HOMOCINETICA,AutoRepuestos Express,"78442,64","101975,43"
98941,2JH0216,JUNTA HOMOCINETICA,AutoRepuestos Express,"85170,77","110722,0"
98944,2JH0221,JUNTA HOMOCINETICA,AutoRepuestos Express,"76737,37","99758,58"
98945,2JH0223,JUNTA HOMOCINETICA,AutoRepuestos Express,"75032,09","97541,72"
98946,2JH0224,JUNTA HOMOCINETICA,AutoRepuestos Express,"72379,44","94093,27"
98947,2JH0225,JUNTA HOMOCINETICA,AutoRepuestos Express,"66695,19","86703,75"
98950,2JH0236,JUNTA HOMOCINETICA,AutoRepuestos Express,"60070,6","78091,78"
98951,2JH0239,JUNTA HOMOCINETICA,AutoRepuestos Express,"84936,14","110416,98"
98952,2JH0255,JUNTA HOMOCINETICA,AutoRepuestos Express,"68357,5","88864,75"
98953,2JH0256,JUNTA HOMOCINETICA,AutoRepuestos Express,"58114,16","75548,41"
98954,2JH0257,JUNTA HOMOCINETICA,AutoRepuestos Express,"64164,18","83413,43"
98956,2JH0260,JUNTA HOMOCINETICA,AutoRepuestos Express,"75995,6","98794,28"
98957,2JH0261,JUNTA HOMOCINETICA,AutoRepuestos Express,"59817,66","77762,96"
98958,2JH0274,JUNTA HOMOCINETICA,AutoRepuestos Express,"70745,22","91968,79"
98959,2JH0277,JUNTA HOMOCINETICA,AutoRepuestos Express,"58415,03","75939,54"
98960,2JH0278,JUNTA HOMOCINETICA,AutoRepuestos Express,"51215,27","66579,85"
98961,2JH0279,JUNTA HOMOCINETICA,AutoRepuestos Express,"70932,54","92212,3"
98962,2JH0281,JUNTA HOMOCINETICA,AutoRepuestos Express,"66292,08","86179,7"
98963,2JH0283,JUNTA HOMOCINETICA,AutoRepuestos Express,"62197,58","80856,85"
98964,2JH0296,JUNTA HOMOCINETICA,AutoRepuestos Express,"75699,78","98409,71"
98965,2JH0301,JUNTA HOMOCINETICA,AutoRepuestos Express,"64443,62","83776,71"
98966,2JH0303,JUNTA HOMOCINETICA,AutoRepuestos Express,"62055,27","80671,85"
98967,2JH0304,JUNTA HOMOCINETICA,AutoRepuestos Express,"63493,63","82541,72"
98968,2JH0308,JUNTA HOMOCINETICA,AutoRepuestos Express,"59247,03","77021,14"
98969,2JH0310,JUNTA HOMOCINETICA,AutoRepuestos Express,"84355,67","109662,37"
98970,2JH0324,JUNTA HOMOCINETICA,AutoRepuestos Express,"54877,72","71341,04"
98971,2JH0325,JUNTA HOMOCINETICA,AutoRepuestos Express,"55242,99","71815,89"
98972,2JH0330,JUNTA HOMOCINETICA,AutoRepuestos Express,"87695,06","114003,58"
98974,2JH0334,JUNTA HOMOCINETICA,AutoRepuestos Express,"73946,6","96130,58"
98975,2JH0336,JUNTA HOMOCINETICA,AutoRepuestos Express,"74574,23","96946,5"
98976,2JH0364,JUNTA HOMOCINETICA,AutoRepuestos Express,"82319,51","107015,36"
98977,2JH0379,JUNTA HOMOCINETICA,AutoRepuestos Express,"72009,14","93611,88"
98978,2JH0381,JUNTA HOMOCINETICA,AutoRepuestos Express,"88882,13","115546,77"
98981,2JH0387,JUNTA HOMOCINETICA,AutoRepuestos Express,"56000,28","72800,36"
98984,2JH0393,JUNTA HOMOCINETICA,AutoRepuestos Express,"56510,64","73463,83"
98985,2JH0399,JUNTA HOMOCINETICA,AutoRepuestos Express,"53359,9","69367,87"
98986,2JH0403,JUNTA HOMOCINETICA,AutoRepuestos Express,"58851,59","76507,07"
98988,2JH0405,JUNTA HOMOCINETICA,AutoRepuestos Express,"69216,63","89981,62"
98989,2JH0419,JUNTA HOMOCINETICA,AutoRepuestos Express,"52419,46","68145,3"
98990,2JH0420,JUNTA HOMOCINETICA,AutoRepuestos Express,"56853,5","73909,55"
98992,2JH0422,JUNTA HOMOCINETICA,AutoRepuestos Express,"57961,06","75349,38"
98993,2JH0424,JUNTA HOMOCINETICA,AutoRepuestos Express,"55664,68","72364,08"
98995,2JH0431,JUNTA HOMOCINETICA,AutoRepuestos Express,"54648,9","71043,57"
98998,2JH0439,JUNTA HOMOCINETICA,AutoRepuestos Express,"52626,27","68414,15"
99000,2JH0449,JUNTA HOMOCINETICA,AutoRepuestos Express,"55820,0","72566,0"
99001,2JH0451,JUNTA HOMOCINETICA,AutoRepuestos Express,"65079,04","84602,75"
99002,2JH0456,JUNTA HOMOCINETICA,AutoRepuestos Express,"58698,27","76307,75"
99003,2JH0458,JUNTA HOMOCINETICA,AutoRepuestos Express,"75904,83","98676,28"
99004,2JH0459,JUNTA HOMOCINETICA,AutoRepuestos Express,"68436,77","88967,8"
99005,2JH0464,JUNTA HOMOCINETICA,AutoRepuestos Express,"85082,62","110607,41"
99006,2JH0467,JUNTA HOMOCINETICA,AutoRepuestos Express,"53013,32","68917,32"
99007,2JH0471,JUNTA HOMOCINETICA,AutoRepuestos Express,"62680,28","81484,36"
99008,2JH0472,JUNTA HOMOCINETICA,AutoRepuestos Express,"81482,63","105927,42"
99009,2JH0474,JUNTA HOMOCINETICA,AutoRepuestos Express,"87373,01","113584,91"
99010,2JH0475,JUNTA HOMOCINETICA,AutoRepuestos Express,"68032,83","88442,68"
99012,2JH0482,JUNTA HOMOCINETICA,AutoRepuestos Express,"88758,48","115386,02"
99013,2JH0488,JUNTA HOMOCINETICA,AutoRepuestos Express,"80501,85","104652,41"
99014,2JH0493,JUNTA HOMOCINETICA,AutoRepuestos Express,"60858,59","79116,17"
99015,2JH0501,JUNTA HOMOCINETICA,AutoRepuestos Express,"68501,88","89052,44"
99016,2JH0503,JUNTA HOMOCINETICA,AutoRepuestos Express,"62263,93","80943,11"
99017,2JH0504,JUNTA HOMOCINETICA,AutoRepuestos Express,"52060,86","67679,12"
99018,2JH0506,JUNTA HOMOCINETICA,AutoRepuestos Express,"55413,01","72036,91"
99019,2JH0511,JUNTA HOMOCINETICA,AutoRepuestos Express,"71726,45","93244,39"
99020,2JH0512,JUNTA HOMOCINETICA,AutoRepuestos Express,"68755,76","89382,49"
99021,2JH0518,JUNTA HOMOCINETICA,AutoRepuestos Express,"82014,26","106618,54"
99022,2JH0520,JUNTA HOMOCINETICA,AutoRepuestos Express,"76888,55","99955,12"
99023,2JH0521,JUNTA HOMOCINETICA,AutoRepuestos Express,"64182,82","83437,67"
99024,2JH0522,JUNTA HOMOCINETICA,AutoRepuestos Express,"74076,5","96299,45"
99025,2JH0525,JUNTA HOMOCINETICA,AutoRepuestos Express,"74756,41","97183,33"
99026,2JH0526,JUNTA HOMOCINETICA,AutoRepuestos Express,"70853,14","92109,08"
99027,2JH0527,JUNTA HOMOCINETICA,AutoRepuestos Express,"65354,98","84961,47"
99028,2JH0528,JUNTA HOMOCINETICA,AutoRepuestos Express,"63255,55","82232,22"
99029,2JH0529,JUNTA HOMOCINETICA,AutoRepuestos Express,"76057,73","98875,05"
99030,2JH0530,JUNTA HOMOCINETICA,AutoRepuestos Express,"56918,07","73993,49"
99031,2JH0531,JUNTA HOMOCINETICA,AutoRepuestos Express,"70497,41","91646,63"
99032,2JH0535,JUNTA HOMOCINETICA,AutoRepuestos Express,"71219,8","92585,74"
99033,2JH0536,JUNTA HOMOCINETICA,AutoRepuestos Express,"83617,07","108702,19"
99034,2JH0537,JUNTA HOMOCINETICA,AutoRepuestos Express,"80776,15","105009,0"
99037,2JH0549,JUNTA HOMOCINETICA,AutoRepuestos Express,"53682,07","69786,69"
99038,2JH0552,JUNTA HOMOCINETICA,AutoRepuestos Express,"52429,33","68158,13"
99041,2JH5076,JUNTA HOMOCINETICA,AutoRepuestos Express,"62136,38","80777,29"
99042,2JH9144,JUNTA HOMOCINETICA,AutoRepuestos Express,"74694,67","97103,07"
99043,2JH9234,JUNTA HOMOCINETICA,AutoRepuestos Express,"87373,01","113584,91"
99116,30005HOP,AMORTIGUADOR,AutoRepuestos Express,"54856,4","71313,32"
99117,30006HOP,AMORTIGUADOR,AutoRepuestos Express,"63750,01","82875,01"
99119,3003HOP,AMORTIGUADOR,AutoRepuestos Express,"56088,41","72914,93"
99121,30045HOP,AMORTIGUADOR,AutoRepuestos Express,"57847,46","75201,7"
99122,3005HOP,AMORTIGUADOR,AutoRepuestos Express,"68411,4","88934,82"
99125,3020HOP,AMORTIGUADOR,AutoRepuestos Express,"53563,59","69632,67"
99126,30210,RODAMIENTO RULEMAN,AutoRepuestos Express,"50289,35","65376,16"
99131,32212,RODAMIENTO RULEMAN,AutoRepuestos Express,"80542,56","104705,33"
99134,37211HOP,AMORTIGUADOR,AutoRepuestos Express,"52358,7","68066,31"
99135,37216HOP,AMORTIGUADOR,AutoRepuestos Express,"52092,5","67720,25"
99143,37360GOP,AMORTIGUADOR,AutoRepuestos Express,"51261,82","66640,37"
99161,40125HOP,AMORTIGUADOR,AutoRepuestos Express,"64389,73","83706,65"
99164,40154HOP,AMORTIGUADOR,AutoRepuestos Express,"51817,39","67362,61"
99169,40168HOP,AMORTIGUADOR,AutoRepuestos Express,"53629,33","69718,13"
99170,40170HOP,AMORTIGUADOR,AutoRepuestos Express,"60119,33","78155,13"
99171,40171HOP,AMORTIGUADOR,AutoRepuestos Express,"62091,93","80719,51"
99173,40183HOP,AMORTIGUADOR,AutoRepuestos Express,"51547,55","67011,82"
99174,40189HOP,AMORTIGUADOR,AutoRepuestos Express,"50233,63","65303,72"
99175,40205HOP,AMORTIGUADOR,AutoRepuestos Express,"52010,15","67613,2"
99178,40220HOP,AMORTIGUADOR,AutoRepuestos Express,"64631,66","84021,16"
99179,40282HOP,AMORTIGUADOR,AutoRepuestos Express,"60120,88","78157,14"
99183,40311HSP,AMORTIGUADOR,AutoRepuestos Express,"54329,09","70627,82"
99184,40314HSP,AMORTIGUADOR,AutoRepuestos Express,"50986,03","66281,84"
99188,40328HOP,AMORTIGUADOR,AutoRepuestos Express,"52219,04","67884,75"
99191,40351HSP,AMORTIGUADOR,AutoRepuestos Express,"51493,77","66941,9"
99192,40354HOP,AMORTIGUADOR,AutoRepuestos Express,"87699,94","114009,92"
99195,40363GOP,AMORTIGUADOR,AutoRepuestos Express,"65181,63","84736,12"
99200,40376GOP,AMORTIGUADOR,AutoRepuestos Express,"62430,89","81160,16"
99203,44771098828C,CONDENSADOR,AutoRepuestos Express,"85509,72","111162,64"
99207,49008HOP,AMORTIGUADOR,AutoRepuestos Express,"56458,71","73396,32"
99208,49012GOP,AMORTIGUADOR,AutoRepuestos Express,"50697,5","65906,75"
99209,49013GOP,AMORTIGUADOR,AutoRepuestos Express,"70803,36","92044,37"
99211,49032GOP,AMORTIGUADOR,AutoRepuestos Express,"51810,71","67353,92"
99212,49033GOP,AMORTIGUADOR,AutoRepuestos Express,"56086,89","72912,96"
99213,49036GOP,AMORTIGUADOR,AutoRepuestos Express,"59431,16","77260,51"
99214,49037GOP,AMORTIGUADOR,AutoRepuestos Express,"81026,27","105334,15"
99216,49040GOP,AMORTIGUADOR,AutoRepuestos Express,"61682,04","80186,65"
99227,4RR0044,MAZA,AutoRepuestos Express,"65413,43","85037,46"
99229,4RR0052,RODAMIENTO RULEMAN,AutoRepuestos Express,"57279,83","74463,78"
99231,4RR0069,MAZA,AutoRepuestos Express,"55418,0","72043,4"
99232,4RR0073,RODAMIENTO RULEMAN,AutoRepuestos Express,"51569,47","67040,31"
99235,4RR0096,MAZA,AutoRepuestos Express,"63861,73","83020,25"
99237,4RR0100,MAZA,AutoRepuestos Express,"55412,75","72036,58"
99245,4RR0139,MAZA,AutoRepuestos Express,"78647,76","102242,09"
99256,4RR0173,RODAMIENTO RULEMAN,AutoRepuestos Express,"77886,65","101252,65"
99258,4RR0184,RODAMIENTO RULEMAN,AutoRepuestos Express,"85650,45","111345,59"
99271,4RR0223,RODAMIENTO RULEMAN,AutoRepuestos Express,"78100,88","101531,14"
99274,4RR0231,RODAMIENTO RULEMAN,AutoRepuestos Express,"69352,9","90158,77"
99278,4RR1011,RODAMIENTO RULEMAN,AutoRepuestos Express,"68664,64","89264,03"
99279,4RR1024,RODAMIENTO RULEMAN,AutoRepuestos Express,"55920,64","72696,83"
99311,4RR3599M,RODAMIENTO RULEMAN,AutoRepuestos Express,"54690,3","71097,39"
99313,4RR40189,RODAMIENTO RULEMAN,AutoRepuestos Express,"81333,89","105734,06"
99315,4RR40624M,RODAMIENTO RULEMAN,AutoRepuestos Express,"69731,73","90651,25"
99318,4RR40784,RODAMIENTO RULEMAN,AutoRepuestos Express,"80374,3","104486,59"
99320,4RR40880M,RODAMIENTO RULEMAN,AutoRepuestos Express,"59091,63","76819,12"
99321,4RR4104,RODAMIENTO RULEMAN,AutoRepuestos Express,"68165,38","88614,99"
99322,4RR41225M,RODAMIENTO RULEMAN,AutoRepuestos Express,"60403,47","78524,51"
99324,4RR41722,RODAMIENTO RULEMAN,AutoRepuestos Express,"51224,82","66592,27"
99332,4RR4549,RODAMIENTO RULEMAN,AutoRepuestos Express,"76932,75","100012,58"
99335,4RR518445410,RODAMIENTO RULEMAN,AutoRepuestos Express,"60207,8","78270,14"
99342,4RR6682MK,RODAMIENTO RULEMAN,AutoRepuestos Express,"53769,7","69900,61"
99344,4RR6746MK,RODAMIENTO RULEMAN,AutoRepuestos Express,"62176,07","80828,89"
99361,50012HOP,AMORTIGUADOR,AutoRepuestos Express,"55382,88","71997,74"
99362,50014HOP,AMORTIGUADOR,AutoRepuestos Express,"51023,7","66330,81"
99363,5002,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"58410,0","75933,0"
99364,50021HOP,AMORTIGUADOR,AutoRepuestos Express,"55433,12","72063,06"
99373,5102,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
99374,5103,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
99375,5104,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56889,36","73956,17"
99376,5105,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56168,64","73019,23"
99377,5106,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"64064,88","83284,34"
99378,5107,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"64064,88","83284,34"
99379,5201,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
99380,5202,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
99381,5203,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"58410,0","75933,0"
99382,5205,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"76016,16","98821,01"
99383,5208,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56129,04","72967,75"
99384,5212,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
99385,5214,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"56192,4","73050,12"
99386,5217,JUEGO ESPIRALES O RESORTES,AutoRepuestos Express,"62694,72","81503,14"
99388,58002HOP,AMORTIGUADOR,AutoRepuestos Express,"74070,96","96292,25"
